t [s]	V_veh [km/h]	pente [0]	rapport [-]	q_carb [mg/cp]
0	0	0	0	0
0.1	0	0	0	0
0.2	0	0	0	0
0.3	0	0	0	27.267
0.4	0	0	0	27.267
0.5	0	0	0	20.559
0.6	0	0	0	6.685
0.7	0	0	0	7.538
0.8	0	0	0	8.918
0.9	0	0	0	8.736
1	0	0	0	8.468
1.1	0	0	0	8.62
1.2	0	0	0	8.385
1.3	0	0	0	8.278
1.4	0	0	0	8.535
1.5	0	0	0	8.091
1.6	0	0	0	8.218
1.7	0	0	0	8.157
1.8	0	0	0	8.03
1.9	0	0	0	8.276
2	0	0	0	8.443
2.1	0	0	0	7.936
2.2	0	0	0	7.848
2.3	0	0	0	7.836
2.4	0	0	0	7.711
2.5	0	0	0	7.822
2.6	0	0	0	8.193
2.7	0	0	0	8.236
2.8	0	0	0	10.028
2.9	0	0	0	9.823
3	0	0	0	12.443
3.1	0	0	0	12.41
3.2	0	0	0	11.319
3.3	0	0	0	10.62
3.4	0	0	0	12.863
3.5	0	0	0	11.757
3.6	0	0	0	9.912
3.7	0	0	0	11.466
3.8	0	0	0	10.818
3.9	0	0	0	10.378
4	0	0	0	9.826
4.1	0	0	0	10.288
4.2	0	0	0	10.998
4.3	0	0	0	10.173
4.4	0	0	0	9.706
4.5	0	0	0	10.143
4.6	0	0	0	9.954
4.7	0	0	0	9.863
4.8	0	0	0	10.409
4.9	0	0	0	9.782
5	0	0	0	10.722
5.1	0	0	0	9.481
5.2	0	0	0	10.312
5.3	0	0	0	9.999
5.4	0	0	0	10.09
5.5	0	0	0	10.475
5.6	0	0	0	10.322
5.7	0	0	0	9.352
5.8	0	0	0	10.287
5.9	0	0	0	9.329
6	0	0	0	9.843
6.1	0	0	0	10.16
6.2	0	0	0	9.592
6.3	0	0	0	10.364
6.4	0	0	0	10.011
6.5	0	0	0	9.452
6.6	0	0	0	10.385
6.7	0	0	0	9.677
6.8	0	0	0	10.064
6.9	0	0	0	10.467
7	0	0	0	9.763
7.1	0	0	0	9.919
7.2	0	0	0	10.245
7.3	0	0	0	9.943
7.4	0	0	0	10.928
7.5	0	0	0	10.438
7.6	0	0	0	10.117
7.7	0	0	0	10.077
7.8	0	0	0	10.322
7.9	0	0	0	10.416
8	0	0	0	10.133
8.1	0	0	0	10.561
8.2	0	0	0	10.534
8.3	0	0	0	10.149
8.4	0	0	0	10.221
8.5	0	0	0	10.281
8.6	0	0	0	10.736
8.7	0	0	0	10.575
8.8	0	0	0	10.303
8.9	0	0	0	10.625
9	0	0	0	10.723
9.1	0	0	0	10.71
9.2	0	0	0	10.694
9.3	0	0	0	11.16
9.4	0	0	0	11.27
9.5	0	0	0	10.855
9.6	0	0	0	11.325
9.7	0	0	0	11.565
9.8	0	0	0	10.918
9.9	0	0	0	11.224
10	0	0	0	11.169
10.1	0	0	0	11.488
10.2	0	0	0	11.534
10.3	0	0	0	11.338
10.4	0	0	0	11.557
10.5	0	0	0	11.578
10.6	0	0	0	11.992
10.7	0	0	0	12
10.8	0	0	0	11.677
10.9	0	0	0	11.722
11	0	0	0	10.947
11.1	0	0	0	10.854
11.2	0	0	0	10.061
11.3	0	0	0	10.037
11.4	0	0	0	10.072
11.5	0	0	0	10.185
11.6	0	0	0	10.098
11.7	0	0	0	10.413
11.8	0	0	0	11.816
11.9	0	0	0	12.785
12	0	0	0	10.853
12.1	0	0	0	11.759
12.2	0	0	0	10.952
12.3	0	0	0	10.634
12.4	0	0	0	10.785
12.5	0	0	0	11.74
12.6	0	0	0	12.27
12.7	0	0	0	13.078
12.8	0	0	0	18.794
12.9	0	0	0	22.498
13	0.47	0	1	11.691
13.1	0.93	0	1	11.68
13.2	1.37	0	1	16.393
13.3	1.81	0	1	15.942
13.4	2.22	0	1	13.889
13.5	2.62	0	1	15.738
13.6	3.05	0	1	15.884
13.7	3.49	0	1	15.913
13.8	3.95	0	1	17.514
13.9	4.42	0	1	16.634
14	4.89	0	1	16.053
14.1	5.4	0	1	14.969
14.2	5.86	0	1	16.791
14.3	6.39	0	1	17.654
14.4	6.9	0	1	17.072
14.5	7.42	0	1	22.923
14.6	7.92	0	1	17.739
14.7	8.46	0	1	16.013
14.8	8.91	0	1	16.339
14.9	9.47	0	1	16.515
15	9.88	0	1	16.302
15.1	10.25	0	1	14.939
15.2	10.62	0	1	12.422
15.3	10.94	0	1	10.139
15.4	11.04	0	1	10.211
15.5	11.1	0	1	10.371
15.6	11.22	0	1	10.185
15.7	11.32	0	1	10.259
15.8	11.35	0	1	11.033
15.9	11.43	0	1	11.406
16	11.58	0	1	11.957
16.1	11.71	0	1	14.117
16.2	11.99	0	1	15.994
16.3	12.41	0	1	18.424
16.4	12.85	0	1	20.512
16.5	13.37	0	1	22.024
16.6	13.94	0	1	22.913
16.7	14.59	0	1	23.632
16.8	15.26	0	1	23.528
16.9	16.02	0	1	17.075
17	16.57	0	1	10.01
17.1	16.67	0	1	5.441
17.2	16.95	0	1	3.973
17.3	17.17	0	1	1.278
17.4	16.98	0	1	1.998
17.5	17.02	0	1	5.495
17.6	17.63	0	1	13.185
17.7	17.71	0	1	23.665
17.8	17.84	0	1	21.167
17.9	18.68	0	1	24.159
18	18.98	0	1	23.959
18.1	19.4	0	1	26.327
18.2	19.98	0	1	25.226
18.3	20.53	0	1	27.804
18.4	20.97	0	1	28.186
18.5	21.6	0	1	28.907
18.6	22.17	0	1	29.958
18.7	22.75	0	1	30.717
18.8	23.46	0	1	30.407
18.9	24.16	0	2	28.191
19	24.75	0	2	21.752
19.1	25.23	0	2	17.427
19.2	25.64	0	2	12.338
19.3	25.9	0	2	6.486
19.4	25.88	0	2	3.766
19.5	25.98	0	2	3.937
19.6	25.76	0	2	3.963
19.7	25.83	0	2	4.432
19.8	25.75	0	2	5.119
19.9	25.66	0	2	8.516
20	25.85	0	2	10.812
20.1	25.87	0	2	11.924
20.2	25.98	0	2	12.319
20.3	26.2	0	2	13.061
20.4	26.37	0	2	17.271
20.5	26.67	0	2	19.868
20.6	27.03	0	2	21.519
20.7	27.35	0	2	18.525
20.8	27.75	0	2	14.224
20.9	27.92	0	2	11.064
21	28.11	0	2	9.695
21.1	28.32	0	2	8.937
21.2	28.37	0	2	9.361
21.3	28.48	0	2	9.02
21.4	28.56	0	2	8.797
21.5	28.56	0	2	7.381
21.6	28.54	0	2	0
21.7	28.32	0	2	0
21.8	28.49	0	2	0
21.9	28.43	0	2	0
22	28.37	0	2	0
22.1	28.37	0	2	0
22.2	28.28	0	2	0
22.3	28.28	0	2	0.759
22.4	28.22	0	2	3.138
22.5	28.12	0	2	5.689
22.6	28.12	0	2	7.177
22.7	28.33	0	2	9.242
22.8	28.13	0	2	12.253
22.9	28.33	0	2	13.553
23	28.51	0	3	13.612
23.1	28.55	0	3	13.297
23.2	28.7	0	3	10.837
23.3	28.78	0	3	9.888
23.4	28.83	0	3	9.118
23.5	28.84	0	3	8.944
23.6	28.85	0	3	9.399
23.7	28.88	0	3	9.962
23.8	28.88	0	3	10.302
23.9	28.85	0	3	10.895
24	28.89	0	3	11.137
24.1	28.87	0	3	11.19
24.2	28.9	0	3	11.329
24.3	28.94	0	3	12.777
24.4	29.02	0	3	14.205
24.5	29.11	0	3	15.282
24.6	29.16	0	3	15.763
24.7	29.31	0	3	15.997
24.8	29.47	0	3	15.549
24.9	29.59	0	3	15.629
25	29.78	0	3	15.459
25.1	29.92	0	3	15.554
25.2	30.11	0	3	16.149
25.3	30.33	0	3	17.118
25.4	30.49	0	3	17.875
25.5	30.72	0	3	18.461
25.6	30.92	0	3	18.828
25.7	31.18	0	3	18.957
25.8	31.41	0	3	18.969
25.9	31.66	0	3	18.655
26	31.86	0	3	17.512
26.1	32.1	0	3	16.864
26.2	32.31	0	3	16.546
26.3	32.54	0	3	16.33
26.4	32.74	0	3	16.153
26.5	32.94	0	3	16.05
26.6	33.13	0	3	15.95
26.7	33.33	0	3	15.851
26.8	33.5	0	3	15.768
26.9	33.68	0	3	15.704
27	33.87	0	3	15.634
27.1	34.06	0	3	15.71
27.2	34.26	0	3	15.737
27.3	34.42	0	3	16.016
27.4	34.62	0	3	16.897
27.5	34.83	0	3	18.038
27.6	35.05	0	3	18.582
27.7	35.26	0	3	18.976
27.8	35.5	0	3	19.138
27.9	35.74	0	3	19.189
28	35.97	0	3	19.328
28.1	36.23	0	3	19.676
28.2	36.5	0	3	19.846
28.3	36.75	0	3	19.907
28.4	36.98	0	3	19.873
28.5	37.28	0	3	19.726
28.6	37.51	0	3	19.549
28.7	37.78	0	3	19.459
28.8	38.05	0	3	19.475
28.9	38.3	0	3	19.464
29	38.54	0	3	19.41
29.1	38.8	0	3	19.326
29.2	39.04	0	3	19.262
29.3	39.28	0	3	19.16
29.4	39.53	0	3	19.103
29.5	39.78	0	3	19.014
29.6	40.03	0	3	18.883
29.7	40.24	0	3	18.642
29.8	40.48	0	3	18.595
29.9	40.73	0	3	19.803
30	40.98	0	3	23.308
30.1	41.33	0	3	24.891
30.2	41.57	0	3	22.367
30.3	41.86	0	3	5.9
30.4	41.72	0	3	0
30.5	41.68	0	3	0
30.6	41.92	0	3	0
30.7	41.64	0	3	0
30.8	41.67	0	3	0
30.9	41.67	0	3	5.73
31	41.65	0	3	12.456
31.1	41.84	0	3	22.016
31.2	41.92	0	3	25.306
31.3	42.11	0	3	24.836
31.4	42.35	0	4	25.034
31.5	42.53	0	4	25.7
31.6	42.74	0	4	22.8
31.7	42.92	0	4	12.083
31.8	42.91	0	4	8.063
31.9	43	0	4	6.27
32	43.01	0	4	6.22
32.1	42.97	0	4	6.661
32.2	43	0	4	6.958
32.3	42.96	0	4	7.281
32.4	43	0	4	8.497
32.5	42.97	0	4	9.187
32.6	42.94	0	4	9.306
32.7	42.98	0	4	9.394
32.8	42.99	0	4	9.399
32.9	43	0	4	9.259
33	43.02	0	4	9.286
33.1	43.04	0	4	9.29
33.2	43.07	0	4	9.339
33.3	43.04	0	4	9.479
33.4	43.09	0	4	9.638
33.5	43.11	0	4	9.68
33.6	43.09	0	4	9.697
33.7	43.15	0	4	9.697
33.8	43.14	0	4	9.687
33.9	43.13	0	4	9.688
34	43.19	0	4	9.679
34.1	43.17	0	4	10.077
34.2	43.22	0	4	13.952
34.3	43.34	0	4	17.291
34.4	43.4	0	4	18.09
34.5	43.53	0	4	15.586
34.6	43.61	0	4	12.929
34.7	43.68	0	4	11.491
34.8	43.78	0	4	9.949
34.9	43.76	0	4	8.99
35	43.8	0	4	8.584
35.1	43.84	0	4	8.386
35.2	43.81	0	4	8.326
35.3	43.84	0	4	8.285
35.4	43.8	0	4	8.147
35.5	43.8	0	4	7.006
35.6	43.81	0	4	5.213
35.7	43.72	0	4	4.096
35.8	43.7	0	4	2.607
35.9	43.52	0	4	2.038
36	43.53	0	4	2.429
36.1	43.46	0	4	2.086
36.2	43.32	0	4	2.003
36.3	43.24	0	4	2.117
36.4	43.19	0	4	1.985
36.5	43.07	0	4	1.744
36.6	42.77	0	4	1.725
36.7	42.4	0	4	1.643
36.8	42.15	0	4	1.564
36.9	41.8	0	4	1.486
37	41.35	0	4	1.426
37.1	41.02	0	4	1.367
37.2	40.79	0	4	1.337
37.3	40.66	0	4	1.313
37.4	40.47	0	4	1.208
37.5	40.29	0	4	1.273
37.6	40.23	0	4	1.33
37.7	40.05	0	4	1.384
37.8	39.94	0	4	1.366
37.9	39.83	0	4	1.347
38	39.66	0	4	1.318
38.1	39.54	0	4	1.289
38.2	39.18	0	4	1.34
38.3	38.95	0	4	1.32
38.4	38.69	0	4	0.043
38.5	38.35	0	4	0
38.6	38.07	0	4	0
38.7	37.85	0	4	0
38.8	37.52	0	4	3.126
38.9	37.23	0	4	5.813
39	37	0	4	9.532
39.1	36.65	0	4	10.562
39.2	36.44	0	4	9.748
39.3	36.09	0	4	9.146
39.4	35.85	0	4	9.098
39.5	35.53	0	4	9.36
39.6	35.25	0	4	9.154
39.7	35.05	0	4	9.24
39.8	34.82	0	4	8.071
39.9	34.47	0	4	4.011
40	34.22	0	4	0
40.1	33.89	0	4	0
40.2	33.55	0	4	0
40.3	33.55	0	4	0
40.4	33.16	0	4	0
40.5	32.9	0	4	0
40.6	32.69	0	4	0
40.7	32.14	0	4	0
40.8	31.86	0	4	0
40.9	31.5	0	4	0
41	30.98	0	4	0
41.1	30.65	0	4	0
41.2	30.2	0	4	0
41.3	29.77	0	4	0
41.4	29.44	0	4	0
41.5	29.26	0	4	0
41.6	28.9	0	4	0
41.7	28.64	0	3	0
41.8	28.44	0	3	0
41.9	28.16	0	3	0
42	27.97	0	3	0
42.1	27.64	0	3	0
42.2	27.32	0	3	0
42.3	27.11	0	3	0
42.4	26.78	0	3	0
42.5	26.53	0	3	0
42.6	26.25	0	3	1.74
42.7	25.95	0	3	3.186
42.8	25.68	0	3	3.517
42.9	25.38	0	3	3.729
43	25.09	0	3	5.755
43.1	24.81	0	3	8.65
43.2	24.47	0	3	9.725
43.3	24.22	0	3	9.824
43.4	23.73	0	3	7.516
43.5	23.19	0	3	3.65
43.6	22.86	0	3	0
43.7	22.34	0	3	0
43.8	21.85	0	3	0
43.9	21.54	0	3	0
44	21.46	0	3	0
44.1	21.11	0	3	0
44.2	20.7	0	3	0
44.3	20.76	0	3	2.003
44.4	20.52	0	3	2.587
44.5	20.31	0	3	2.666
44.6	20.32	0	3	2.425
44.7	20.14	0	3	2.424
44.8	20.01	0	2	2.206
44.9	19.94	0	2	2.332
45	19.8	0	2	2.827
45.1	19.68	0	2	3.072
45.2	19.61	0	2	3.302
45.3	19.51	0	2	3.836
45.4	19.43	0	2	6.167
45.5	19.42	0	2	8.028
45.6	19.58	0	2	8.201
45.7	19.55	0	2	6.917
45.8	19.4	0	2	4.836
45.9	19.57	0	2	4.465
46	19.5	0	2	4.289
46.1	19.36	0	2	4.085
46.2	19.43	0	2	4.021
46.3	19.3	0	2	4.229
46.4	19.28	0	2	5.17
46.5	19.24	0	2	5.475
46.6	19.17	0	2	5.662
46.7	19.27	0	2	6.12
46.8	19.21	0	2	6.311
46.9	19.16	0	2	6.127
47	19.24	0	2	5.837
47.1	19.2	0	2	5.261
47.2	19.13	0	2	5.013
47.3	19.14	0	2	4.894
47.4	19.11	0	2	4.841
47.5	19.08	0	2	4.856
47.6	18.98	0	2	4.647
47.7	18.95	0	2	4.597
47.8	18.94	0	2	4.771
47.9	18.87	0	2	4.804
48	18.84	0	2	4.851
48.1	18.79	0	2	4.873
48.2	18.78	0	2	4.733
48.3	18.74	0	2	3.733
48.4	18.67	0	2	3.065
48.5	18.45	0	2	2.589
48.6	18.47	0	2	2.548
48.7	18.32	0	2	2.842
48.8	18.15	0	2	3.082
48.9	18.17	0	2	3.254
49	18.05	0	2	3.536
49.1	18	0	2	3.801
49.2	17.97	0	2	3.972
49.3	17.93	0	2	4.146
49.4	17.87	0	2	4.32
49.5	17.83	0	2	4.496
49.6	17.8	0	2	4.57
49.7	17.78	0	2	4.575
49.8	17.72	0	2	4.578
49.9	17.68	0	2	4.58
50	17.66	0	2	4.582
50.1	17.62	0	2	4.583
50.2	17.56	0	2	4.585
50.3	17.53	0	2	4.517
50.4	17.52	0	2	3.992
50.5	17.5	0	2	3.541
50.6	17.32	0	2	3.186
50.7	17.25	0	2	2.622
50.8	17.22	0	2	3.033
50.9	17.08	0	2	3.089
51	16.99	0	2	2.785
51.1	16.88	0	2	2.522
51.2	16.78	0	2	2.434
51.3	16.7	0	2	2.202
51.4	16.55	0	2	2.093
51.5	16.42	0	2	1.939
51.6	16.26	0	2	1.892
51.7	16.1	0	2	1.84
51.8	15.83	0	2	1.748
51.9	15.57	0	2	2.263
52	15.34	0	2	2.093
52.1	15.04	0	2	2.894
52.2	14.74	0	2	1.357
52.3	14.38	0	2	1.082
52.4	14	0	2	0.73
52.5	13.8	0	2	1.94
52.6	13.45	0	2	3.151
52.7	13.2	0	2	4.291
52.8	13.01	0	2	4.549
52.9	12.82	0	2	4.517
53	12.71	0	2	4.755
53.1	12.63	0	2	4.782
53.2	12.59	0	2	4.93
53.3	12.54	0	2	5.178
53.4	12.5	0	2	5.373
53.5	12.45	0	2	5.545
53.6	12.42	0	2	5.833
53.7	12.39	0	2	6.026
53.8	12.38	0	2	6.207
53.9	12.33	0	2	6.359
54	12.28	0	2	6.871
54.1	12.22	0	2	6.977
54.2	12.23	0	2	6.998
54.3	12.18	0	2	7.003
54.4	12.16	0	2	7.236
54.5	12.12	0	2	7.134
54.6	12.07	0	2	7.097
54.7	12.03	0	2	7.402
54.8	12.01	0	2	7.34
54.9	11.99	0	2	7.482
55	11.94	0	2	7.53
55.1	11.91	0	2	7.626
55.2	11.88	0	2	7.996
55.3	11.92	0	2	8.956
55.4	11.95	0	2	11.155
55.5	11.98	0	2	11.11
55.6	12.04	0	2	11.352
55.7	12.05	0	2	11
55.8	12.12	0	2	11.305
55.9	12.15	0	2	11.425
56	12.2	0	2	12.07
56.1	12.26	0	2	12.341
56.2	12.3	0	2	12.569
56.3	12.34	0	2	12.881
56.4	12.41	0	2	12.821
56.5	12.48	0	2	13.089
56.6	12.56	0	2	13.111
56.7	12.63	0	2	13.374
56.8	12.67	0	2	13.278
56.9	12.7	0	2	12.293
57	12.71	0	2	10.712
57.1	12.74	0	2	9.192
57.2	12.7	0	2	8.106
57.3	12.67	0	2	8.01
57.4	12.62	0	2	7.637
57.5	12.6	0	2	7.277
57.6	12.57	0	2	7.213
57.7	12.55	0	2	7.455
57.8	12.51	0	2	7.288
57.9	12.46	0	2	7.499
58	12.43	0	2	7.621
58.1	12.39	0	2	7.414
58.2	12.37	0	2	7.379
58.3	12.39	0	2	7.785
58.4	12.41	0	2	9.254
58.5	12.36	0	2	9.506
58.6	12.39	0	2	8.971
58.7	12.42	0	2	9.329
58.8	12.4	0	2	9.305
58.9	12.44	0	2	9.449
59	12.42	0	2	9.442
59.1	12.41	0	2	9.639
59.2	12.43	0	2	9.65
59.3	12.47	0	2	11.871
59.4	12.6	0	2	10.889
59.5	12.64	0	2	12.552
59.6	12.63	0	2	11.521
59.7	12.83	0	2	11.951
59.8	12.87	0	2	11.944
59.9	12.98	0	2	11.966
60	13.11	0	2	11.665
60.1	13.18	0	2	11.778
60.2	13.29	0	2	11.713
60.3	13.41	0	2	12.154
60.4	13.54	0	2	13.022
60.5	13.67	0	2	14.794
60.6	13.83	0	2	15.498
60.7	14.03	0	2	14.93
60.8	14.18	0	2	14.294
60.9	14.42	0	2	12.68
61	14.54	0	2	11.065
61.1	14.6	0	2	10.25
61.2	14.69	0	2	9.644
61.3	14.75	0	2	9.093
61.4	14.8	0	2	9.281
61.5	14.8	0	2	9.74
61.6	14.83	0	2	10.784
61.7	14.9	0	2	11.495
61.8	15.01	0	2	12.043
61.9	15.08	0	2	12.295
62	15.21	0	2	12.321
62.1	15.35	0	2	12.3
62.2	15.45	0	2	12.225
62.3	15.59	0	2	12.045
62.4	15.7	0	2	11.627
62.5	15.81	0	2	11.335
62.6	15.89	0	2	10.718
62.7	15.99	0	2	9.889
62.8	16.01	0	2	9.096
62.9	16.05	0	2	8.372
63	16.08	0	2	8.36
63.1	16.07	0	2	8.165
63.2	16.12	0	2	8.081
63.3	16.12	0	2	7.968
63.4	16.12	0	2	8.016
63.5	16.13	0	2	7.961
63.6	16.14	0	2	7.867
63.7	16.15	0	2	7.891
63.8	16.14	0	2	8.013
63.9	16.14	0	2	10.618
64	16.23	0	2	12.622
64.1	16.4	0	2	14.067
64.2	16.46	0	2	13.894
64.3	16.63	0	2	12.773
64.4	16.83	0	2	11.803
64.5	16.94	0	2	11.036
64.6	17.02	0	2	10.253
64.7	17.13	0	2	9.34
64.8	17.17	0	2	9.069
64.9	17.23	0	2	8.733
65	17.26	0	2	8.656
65.1	17.26	0	2	8.566
65.2	17.3	0	2	8.618
65.3	17.32	0	2	8.705
65.4	17.34	0	2	8.817
65.5	17.38	0	2	8.882
65.6	17.42	0	2	8.902
65.7	17.45	0	2	8.92
65.8	17.46	0	2	9.005
65.9	17.52	0	2	9.142
66	17.56	0	2	9.18
66.1	17.59	0	2	9.332
66.2	17.63	0	2	9.485
66.3	17.66	0	2	9.691
66.4	17.71	0	2	9.821
66.5	17.8	0	2	9.957
66.6	17.83	0	2	10.036
66.7	17.88	0	2	10.076
66.8	17.94	0	2	10.196
66.9	18.02	0	2	10.41
67	18.07	0	2	11.116
67.1	18.15	0	2	11.968
67.2	18.28	0	2	12.528
67.3	18.41	0	2	13.15
67.4	18.57	0	2	15.187
67.5	18.79	0	2	17.254
67.6	19.07	0	2	18.796
67.7	19.4	0	2	19.38
67.8	19.72	0	2	19.038
67.9	20.1	0	2	18.205
68	20.47	0	2	17.559
68.1	20.81	0	2	16.958
68.2	21.18	0	2	16.369
68.3	21.53	0	2	14.556
68.4	21.77	0	2	13.127
68.5	21.99	0	2	12.446
68.6	22.3	0	2	12.099
68.7	22.44	0	2	11.901
68.8	22.62	0	2	11.869
68.9	22.85	0	2	11.811
69	23.02	0	2	11.88
69.1	23.17	0	2	12.248
69.2	23.37	0	2	12.718
69.3	23.56	0	2	13.067
69.4	23.76	0	2	14.611
69.5	24.01	0	2	15.99
69.6	24.31	0	2	16.532
69.7	24.56	0	2	16.793
69.8	24.86	0	2	16.874
69.9	25.18	0	2	16.945
70	25.49	0	2	17.58
70.1	25.83	0	2	18.576
70.2	26.16	0	2	19.926
70.3	26.57	0	2	20.764
70.4	26.95	0	2	21.019
70.5	27.34	0	2	20.871
70.6	27.79	0	2	20.523
70.7	28.2	0	2	20.254
70.8	28.62	0	2	20.073
70.9	29.02	0	2	20.022
71	29.44	0	2	20.004
71.1	29.83	0	2	20.185
71.2	30.26	0	2	20.78
71.3	30.69	0	2	21.025
71.4	31.1	0	2	20.54
71.5	31.51	0	2	16.183
71.6	31.77	0	2	0
71.7	31.65	0	2	0
71.8	31.88	0	2	0
71.9	31.83	0	2	0
72	31.65	0	2	0
72.1	31.76	0	2	2.572
72.2	31.85	0	2	7.142
72.3	31.8	0	2	17.149
72.4	32.19	0	2	20.434
72.5	32.29	0	2	25.318
72.6	32.57	0	2	26.253
72.7	32.85	0	2	26.737
72.8	33.23	0	3	27.741
72.9	33.53	0	3	28.375
73	33.99	0	3	22.116
73.1	34.24	0	3	16.509
73.2	34.44	0	3	14.248
73.3	34.7	0	3	13.129
73.4	34.87	0	3	12.755
73.5	35.01	0	3	12.638
73.6	35.18	0	3	12.303
73.7	35.26	0	3	12.161
73.8	35.43	0	3	11.703
73.9	35.54	0	3	11.508
74	35.64	0	3	10.706
74.1	35.7	0	3	9.72
74.2	35.78	0	3	9.01
74.3	35.82	0	3	8.786
74.4	35.9	0	3	8.702
74.5	35.92	0	3	8.636
74.6	35.98	0	3	8.679
74.7	36.02	0	3	8.732
74.8	36.07	0	3	8.762
74.9	36.08	0	3	8.867
75	36.16	0	3	9.019
75.1	36.17	0	3	9.137
75.2	36.24	0	3	9.279
75.3	36.29	0	3	9.462
75.4	36.37	0	3	9.568
75.5	36.41	0	3	9.61
75.6	36.48	0	3	9.627
75.7	36.55	0	3	9.706
75.8	36.61	0	3	9.845
75.9	36.69	0	3	10.091
76	36.73	0	3	11.653
76.1	36.87	0	3	15.961
76.2	37.07	0	3	18.416
76.3	37.28	0	3	20.062
76.4	37.46	0	3	18.92
76.5	37.73	0	3	16.777
76.6	37.89	0	3	15.395
76.7	38.08	0	3	14.212
76.8	38.24	0	3	12.7
76.9	38.36	0	3	12.083
77	38.5	0	3	11.732
77.1	38.59	0	3	11.446
77.2	38.7	0	3	11.245
77.3	38.79	0	3	11.036
77.4	38.91	0	3	10.358
77.5	38.94	0	3	9.603
77.6	39.01	0	3	9.058
77.7	39.07	0	3	8.397
77.8	39.09	0	3	7.757
77.9	39.09	0	3	7.295
78	39.1	0	3	6.874
78.1	39.11	0	3	6.515
78.2	39.08	0	3	6.37
78.3	39.06	0	3	6.294
78.4	39.03	0	3	6.212
78.5	39.04	0	3	6.178
78.6	39.01	0	3	6.164
78.7	38.98	0	3	6.157
78.8	38.99	0	3	6.154
78.9	38.92	0	3	6.155
79	38.95	0	3	6.117
79.1	38.88	0	3	5.881
79.2	38.86	0	3	5.541
79.3	38.83	0	3	5.299
79.4	38.79	0	3	5.186
79.5	38.78	0	3	5.143
79.6	38.71	0	3	5.123
79.7	38.71	0	3	5.112
79.8	38.62	0	3	5.108
79.9	38.62	0	3	5.108
80	38.56	0	3	5.112
80.1	38.51	0	3	5.094
80.2	38.47	0	3	5.064
80.3	38.42	0	3	4.98
80.4	38.41	0	3	4.884
80.5	38.32	0	3	4.807
80.6	38.3	0	3	4.744
80.7	38.23	0	3	4.721
80.8	38.21	0	3	4.713
80.9	38.13	0	3	4.709
81	38.09	0	3	4.709
81.1	38.04	0	3	4.731
81.2	37.98	0	3	4.742
81.3	37.95	0	3	4.769
81.4	37.87	0	3	4.793
81.5	37.88	0	3	4.741
81.6	37.8	0	3	4.505
81.7	37.73	0	3	4.317
81.8	37.67	0	3	4.207
81.9	37.62	0	3	4.171
82	37.53	0	3	4.169
82.1	37.5	0	3	4.169
82.2	37.44	0	3	4.169
82.3	37.38	0	3	4.184
82.4	37.34	0	3	4.302
82.5	37.28	0	3	4.381
82.6	37.25	0	3	4.454
82.7	37.15	0	3	4.501
82.8	37.1	0	3	4.541
82.9	37.06	0	3	4.589
83	37	0	3	4.651
83.1	36.91	0	3	4.757
83.2	36.91	0	3	4.822
83.3	36.81	0	3	4.869
83.4	36.81	0	3	4.891
83.5	36.74	0	3	4.902
83.6	36.7	0	3	4.908
83.7	36.63	0	3	4.909
83.8	36.61	0	3	4.911
83.9	36.55	0	3	4.916
84	36.49	0	3	4.924
84.1	36.45	0	3	4.924
84.2	36.38	0	3	4.926
84.3	36.36	0	3	4.933
84.4	36.3	0	3	4.916
84.5	36.28	0	3	4.825
84.6	36.19	0	3	4.737
84.7	36.16	0	3	4.691
84.8	36.07	0	3	4.687
84.9	36.03	0	3	4.69
85	36	0	3	4.701
85.1	35.96	0	3	4.704
85.2	35.82	0	3	4.755
85.3	35.82	0	3	4.814
85.4	35.73	0	3	4.846
85.5	35.72	0	3	4.853
85.6	35.65	0	3	4.865
85.7	35.61	0	3	4.872
85.8	35.53	0	3	4.932
85.9	35.5	0	3	4.998
86	35.45	0	3	5.067
86.1	35.4	0	3	5.183
86.2	35.35	0	3	5.24
86.3	35.32	0	3	5.273
86.4	35.28	0	3	5.287
86.5	35.22	0	3	5.262
86.6	35.18	0	3	5.05
86.7	35.14	0	3	4.62
86.8	35	0	3	3.963
86.9	35	0	3	3.925
87	34.96	0	3	3.949
87.1	34.86	0	3	3.816
87.2	34.82	0	3	3.845
87.3	34.73	0	3	3.836
87.4	34.68	0	3	3.097
87.5	34.56	0	3	2.69
87.6	34.46	0	3	1.898
87.7	34.37	0	3	1.785
87.8	34.23	0	3	1.539
87.9	34.13	0	3	1.234
88	34	0	3	1.082
88.1	33.82	0	3	0.892
88.2	33.39	0	3	0.72
88.3	33.07	0	3	0.581
88.4	32.77	0	3	0
88.5	32.34	0	3	0
88.6	31.93	0	3	0
88.7	31.71	0	3	0
88.8	31.4	0	3	0
88.9	31.13	0	3	0
89	30.85	0	3	0
89.1	30.58	0	3	0
89.2	30.3	0	3	0
89.3	30.03	0	3	0.681
89.4	29.74	0	3	0.78
89.5	29.43	0	3	1.243
89.6	29.07	0	3	0
89.7	28.73	0	3	0
89.8	28.19	0	3	0.741
89.9	27.61	0	3	2.1
90	27.13	0	3	3.231
90.1	26.58	0	3	3.714
90.2	25.96	0	3	3.983
90.3	25.38	0	3	4.091
90.4	24.92	0	3	4.365
90.5	24.51	0	3	7.695
90.6	24.1	0	3	9.945
90.7	23.84	0	3	9.829
90.8	23.51	0	3	9.063
90.9	23.21	0	3	8.741
