t [s]	V_veh [km/h]	pente [0]	rapport [-]	q_carb [mg/cp]
1099.8	60.68	0	5	0.741
1099.9	60.43	0	5	0.826
1100	60.17	0	5	0
1100.1	59.88	0	5	0
1100.2	59.57	0	5	0
1100.3	59.3	0	5	0
1100.4	59.21	0	5	0
1100.5	59.02	0	5	0
1100.6	58.82	0	5	0
1100.7	58.73	0	5	0
1100.8	58.58	0	5	0
1100.9	58.43	0	5	0
1101	58.34	0	5	0.974
1101.1	58.17	0	5	4.664
1101.2	58.14	0	5	4.58
1101.3	58.1	0	5	4.686
1101.4	58.01	0	5	4.678
1101.5	57.97	0	5	4.431
1101.6	57.93	0	5	4.624
1101.7	57.85	0	5	5.568
1101.8	57.84	0	5	9.024
1101.9	57.89	0	5	10.414
1102	57.89	0	5	10.981
1102.1	57.94	0	5	11.243
1102.2	57.96	0	5	11.195
1102.3	58	0	5	10.94
1102.4	58.01	0	5	10.865
1102.5	58.05	0	5	10.905
1102.6	58.09	0	5	10.921
1102.7	58.1	0	5	10.932
1102.8	58.14	0	5	11.669
1102.9	58.2	0	5	17.283
1103	58.32	0	5	20.612
1103.1	58.44	0	5	21.905
1103.2	58.52	0	5	22.429
1103.3	58.69	0	5	23.098
1103.4	58.83	0	5	24.514
1103.5	59	0	5	26.525
1103.6	59.17	0	5	28.037
1103.7	59.35	0	5	29.195
1103.8	59.57	0	5	30.168
1103.9	59.72	0	5	31.12
1104	59.97	0	5	32.101
1104.1	60.17	0	5	33.04
1104.2	60.42	0	5	34.021
1104.3	60.64	0	5	34.844
1104.4	60.86	0	5	32.286
1104.5	61.14	0	5	28.262
1104.6	61.34	0	5	25.203
1104.7	61.54	0	5	23.678
1104.8	61.72	0	5	22.832
1104.9	61.86	0	5	21.898
1105	62.02	0	5	20.238
1105.1	62.18	0	5	18.393
1105.2	62.25	0	5	15.769
1105.3	62.35	0	5	12.885
1105.4	62.42	0	5	11.662
1105.5	62.45	0	5	11.216
1105.6	62.5	0	5	10.974
1105.7	62.53	0	5	10.88
1105.8	62.57	0	5	12.601
1105.9	62.66	0	5	16.588
1106	62.8	0	5	17.884
1106.1	62.86	0	5	17.968
1106.2	62.98	0	5	16.927
1106.3	63.05	0	5	14.981
1106.4	63.12	0	5	14.267
1106.5	63.2	0	5	13.95
1106.6	63.28	0	5	13.824
1106.7	63.31	0	5	13.749
1106.8	63.38	0	5	13.542
1106.9	63.44	0	5	13.433
1107	63.52	0	5	13.395
1107.1	63.58	0	5	13.318
1107.2	63.63	0	5	11.719
1107.3	63.68	0	5	9.266
1107.4	63.67	0	5	7.835
1107.5	63.65	0	5	7.227
1107.6	63.64	0	5	6.976
1107.7	63.63	0	5	6.867
1107.8	63.65	0	5	6.815
1107.9	63.62	0	5	6.623
1108	63.58	0	5	5.857
1108.1	63.55	0	5	4.981
1108.2	63.52	0	5	4.11
1108.3	63.47	0	5	3.489
1108.4	63.4	0	5	3.215
1108.5	63.37	0	5	2.986
1108.6	63.3	0	5	2.435
1108.7	63.25	0	5	1.558
1108.8	63.16	0	5	1.628
1108.9	63.07	0	5	1.093
1109	63.01	0	5	1.068
1109.1	62.88	0	5	1.255
1109.2	62.81	0	5	1.154
1109.3	62.73	0	5	0.963
1109.4	62.66	0	5	0.841
1109.5	62.57	0	5	0.815
1109.6	62.45	0	5	0.755
1109.7	62.36	0	5	0.683
1109.8	62.26	0	5	0.623
1109.9	62.17	0	5	0.598
1110	62.07	0	5	0.553
1110.1	61.97	0	5	0.623
1110.2	61.84	0	5	0.791
1110.3	61.75	0	5	0.885
1110.4	61.64	0	5	0.978
1110.5	61.52	0	5	1.053
1110.6	60.89	0	5	0
1110.7	60.69	0	5	0
1110.8	60.76	0	5	0
1110.9	60.43	0	5	0
1111	60.26	0	5	0
1111.1	60.18	0	5	4.668
1111.2	60.06	0	5	5.112
1111.3	60.1	0	5	8
1111.4	59.95	0	5	12.187
1111.5	60.04	0	5	15.432
1111.6	60.11	0	5	17.543
1111.7	60.14	0	5	19.395
1111.8	60.26	0	5	20.267
1111.9	60.35	0	5	17.318
1112	60.42	0	5	15.191
1112.1	60.45	0	5	21.639
1112.2	60.65	0	5	25.651
1112.3	60.76	0	5	26.506
1112.4	60.88	0	5	27.016
1112.5	61.1	0	5	27.568
1112.6	61.25	0	5	28.241
1112.7	61.45	0	5	29.765
1112.8	61.66	0	5	31.492
1112.9	61.84	0	5	32.623
1113	62.08	0	5	33.778
1113.1	62.29	0	5	34.792
1113.2	62.55	0	5	35.886
1113.3	62.82	0	5	37.213
1113.4	63.08	0	5	38.385
1113.5	63.35	0	5	39.519
1113.6	63.61	0	5	40.41
1113.7	63.91	0	5	41.472
1113.8	64.24	0	5	42.827
1113.9	64.57	0	5	42.248
1114	64.94	0	5	38.953
1114.1	65.22	0	5	35.88
1114.2	65.51	0	5	34.686
1114.3	65.78	0	5	33.997
1114.4	66.08	0	5	32.336
1114.5	66.29	0	5	31.408
1114.6	66.53	0	5	30.67
1114.7	66.8	0	5	26.367
1114.8	66.92	0	5	20.506
1114.9	67.07	0	5	16.726
1115	67.17	0	5	14.869
1115.1	67.28	0	5	14.375
1115.2	67.35	0	5	16.827
1115.3	67.5	0	5	21.232
1115.4	67.67	0	5	22.342
1115.5	67.79	0	5	20.635
1115.6	67.9	0	5	16.513
1115.7	67.98	0	5	14.733
1115.8	68.05	0	5	14.169
1115.9	68.14	0	5	13.947
1116	68.18	0	5	13.853
1116.1	68.28	0	5	13.751
1116.2	68.33	0	5	12.84
1116.3	68.38	0	5	11.101
1116.4	68.41	0	5	10.168
1116.5	68.42	0	5	9.847
1116.6	68.47	0	5	9.772
1116.7	68.49	0	5	9.736
1116.8	68.49	0	5	9.534
1116.9	68.51	0	5	8.729
1117	68.51	0	5	7.649
1117.1	68.49	0	5	6.628
1117.2	68.43	0	5	6.014
1117.3	68.44	0	5	5.784
1117.4	68.39	0	5	5.691
1117.5	68.36	0	5	5.518
1117.6	68.32	0	5	4.658
1117.7	68.26	0	5	3.814
1117.8	68.23	0	5	3.254
1117.9	68.18	0	5	3.026
1118	68.11	0	5	2.944
1118.1	68.06	0	5	2.904
1118.2	68.01	0	5	2.838
1118.3	67.93	0	5	2.738
1118.4	67.87	0	5	2.688
1118.5	67.81	0	5	2.708
1118.6	67.74	0	5	2.709
1118.7	67.7	0	5	2.71
1118.8	67.61	0	5	2.71
1118.9	67.57	0	5	2.711
1119	67.51	0	5	2.712
1119.1	67.45	0	5	2.349
1119.2	67.36	0	5	1.104
1119.3	67.3	0	5	1.443
1119.4	67.17	0	5	1.101
1119.5	67.1	0	5	0.982
1119.6	66.96	0	5	1.074
1119.7	66.88	0	5	1.119
1119.8	66.79	0	5	1.133
1119.9	66.69	0	5	1.097
1120	66.57	0	5	1.078
1120.1	66.47	0	5	1.486
1120.2	66.41	0	5	1.975
1120.3	66.34	0	5	2.273
1120.4	66.24	0	5	2.556
1120.5	66.21	0	5	2.584
1120.6	66.12	0	5	2.595
1120.7	66.07	0	5	2.602
1120.8	66	0	5	2.612
1120.9	65.94	0	5	2.616
1121	65.87	0	5	2.614
1121.1	65.8	0	5	2.622
1121.2	65.73	0	5	2.487
1121.3	65.64	0	5	2.366
1121.4	65.6	0	5	2.368
1121.5	65.51	0	5	2.411
1121.6	65.44	0	5	2.408
1121.7	65.39	0	5	2.364
1121.8	65.35	0	5	2.365
1121.9	65.25	0	5	2.213
1122	65.2	0	5	2.072
1122.1	65.09	0	5	1.367
1122.2	65	0	5	0
1122.3	64.89	0	5	0
1122.4	64.78	0	5	0
1122.5	64.66	0	5	0
1122.6	64.58	0	5	0
1122.7	64.48	0	5	0
1122.8	64.38	0	5	0
1122.9	64.27	0	5	0
1123	64.18	0	5	0
1123.1	64.07	0	5	0
1123.2	63.96	0	5	0
1123.3	63.88	0	5	0
1123.4	63.76	0	5	0
1123.5	63.62	0	5	0
1123.6	63.45	0	5	0
1123.7	63.25	0	5	0
1123.8	63	0	5	0
1123.9	62.66	0	5	0
1124	62.34	0	5	0
1124.1	61.94	0	5	0
1124.2	61.52	0	5	0
1124.3	61.14	0	5	0
1124.4	60.73	0	5	0
1124.5	60.39	0	5	0
1124.6	60.18	0	5	0
1124.7	59.9	0	5	0
1124.8	59.61	0	5	0
1124.9	59.4	0	5	0
1125	59.07	0	5	0
1125.1	58.8	0	5	0
1125.2	58.53	0	5	0
1125.3	58.2	0	5	0
1125.4	57.83	0	5	0
1125.5	57.47	0	5	0
1125.6	57.02	0	5	0
1125.7	56.51	0	5	0
1125.8	56.11	0	5	0
1125.9	55.71	0	5	0
1126	55.37	0	5	0
1126.1	55.02	0	5	0
1126.2	54.72	0	5	0
1126.3	54.38	0	5	0
1126.4	54.05	0	5	0
1126.5	53.74	0	5	0
1126.6	53.35	0	5	0
1126.7	53.04	0	5	0
1126.8	52.63	0	5	0
1126.9	52.17	0	5	0.688
1127	51.74	0	5	0.224
1127.1	51.3	0	5	0
1127.2	50.83	0	5	0
1127.3	50.39	0	5	1.07
1127.4	49.9	0	5	2.045
1127.5	49.45	0	5	5.565
1127.6	48.99	0	5	8.101
1127.7	48.43	0	5	7.605
1127.8	48.01	0	5	6.39
1127.9	47.48	0	5	5.836
1128	46.97	0	5	5.689
1128.1	46.52	0	5	5.346
1128.2	46.15	0	5	5.223
1128.3	45.81	0	5	5.3
1128.4	45.42	0	5	5.092
1128.5	45.07	0	5	4.611
1128.6	44.63	0	5	2.812
1128.7	44.24	0	5	1.178
1128.8	43.86	0	5	0
1128.9	43.37	0	5	0
1129	42.82	0	5	0
1129.1	42.04	0	5	0
1129.2	41.47	0	5	0.897
1129.3	40.77	0	5	0
1129.4	40.12	0	5	0
1129.5	39.47	0	5	0
1129.6	38.75	0	5	0
1129.7	38.12	0	5	0
1129.8	37.6	0	5	0
1129.9	37.31	0	5	0
1130	36.71	0	5	0
1130.1	36.49	0	5	0
1130.2	36.19	0	5	0
1130.3	35.75	0	5	0
1130.4	35.5	0	5	0
1130.5	35.2	0	5	0
1130.6	34.83	0	5	0
1130.7	34.56	0	5	0
1130.8	34.2	0	5	0
1130.9	33.8	0	5	0
1131	33.46	0	5	0
1131.1	33.05	0	3	0
1131.2	32.65	0	3	0
1131.3	32.25	0	3	0
1131.4	31.79	0	3	0
1131.5	31.36	0	3	0
1131.6	30.91	0	3	0
1131.7	30.51	0	3	0
1131.8	30.15	0	3	0
1131.9	29.71	0	3	0
1132	29.35	0	3	0
1132.1	28.96	0	3	0
1132.2	28.57	0	3	0
1132.3	28.23	0	3	0
1132.4	27.96	0	3	0.842
1132.5	27.64	0	3	0
1132.6	27.32	0	3	0
1132.7	27.07	0	3	0
1132.8	26.87	0	3	1.408
1132.9	26.69	0	3	1.978
1133	26.48	0	3	2.36
1133.1	26.29	0	3	3.638
1133.2	26.06	0	3	6.334
1133.3	25.9	0	3	7.516
1133.4	25.72	0	3	7.241
1133.5	25.48	0	3	6.092
1133.6	25.32	0	3	5.53
1133.7	25.12	0	3	5.452
1133.8	24.91	0	3	5.327
1133.9	24.6	0	3	3.982
1134	24.16	0	3	0.366
1134.1	23.93	0	3	0
1134.2	23.55	0	3	0
1134.3	23.14	0	3	0
1134.4	22.78	0	3	0
1134.5	22.35	0	3	0
1134.6	22.07	0	3	0
1134.7	21.97	0	3	0
1134.8	21.54	0	3	0
1134.9	21.26	0	3	0
1135	21.21	0	3	0
1135.1	20.9	0	3	0
1135.2	20.52	0	3	0
1135.3	20.3	0	3	0
1135.4	20.03	0	3	0
1135.5	19.67	0	3	0
1135.6	19.34	0	3	0
1135.7	19.09	0	3	0
1135.8	18.73	0	3	0
1135.9	18.41	0	2	0
1136	18.2	0	2	0
1136.1	17.93	0	2	0
1136.2	17.64	0	2	0
1136.3	17.41	0	2	0.695
1136.4	17.14	0	2	1.039
1136.5	16.9	0	2	1.432
1136.6	16.69	0	2	1.81
1136.7	16.45	0	2	0.727
1136.8	16.19	0	2	0
1136.9	15.96	0	2	0
1137	15.71	0	2	1.23
1137.1	15.45	0	2	1.911
1137.2	15.2	0	2	2.356
1137.3	15.17	0	2	2.573
1137.4	15	0	2	2.894
1137.5	14.89	0	2	2.616
1137.6	14.88	0	2	2.738
1137.7	14.79	0	2	2.741
1137.8	14.75	0	2	2.684
1137.9	14.71	0	2	2.766
1138	14.65	0	2	2.929
1138.1	14.61	0	2	3.123
1138.2	14.57	0	2	3.237
1138.3	14.46	0	2	3.313
1138.4	14.32	0	2	2.36
1138.5	14.19	0	2	1.963
1138.6	14.09	0	2	2.158
1138.7	13.91	0	2	2.604
1138.8	13.76	0	2	2.812
1138.9	13.66	0	2	3.304
1139	13.51	0	2	3.909
1139.1	13.4	0	2	4.675
1139.2	13.29	0	2	5.893
1139.3	13.2	0	2	6.304
1139.4	13.18	0	2	6.158
1139.5	13.09	0	2	6.223
1139.6	13.16	0	2	6.862
1139.7	13.08	0	2	7.5
1139.8	13.08	0	2	8.572
1139.9	13.22	0	2	8.742
1140	13.21	0	2	7.031
1140.1	13.14	0	2	6.218
1140.2	13.22	0	2	6.53
1140.3	13.21	0	2	6.339
1140.4	13.15	0	2	6.248
1140.5	13.26	0	2	6.688
1140.6	13.16	0	2	8.184
1140.7	13.19	0	2	11.314
1140.8	13.48	0	2	14.203
1140.9	13.63	0	2	17.428
1141	13.78	0	2	18.769
1141.1	14.16	0	2	19.324
1141.2	14.5	0	2	20.008
1141.3	14.79	0	2	20.73
1141.4	15.19	0	2	20.571
1141.5	15.6	0	2	16.764
1141.6	15.91	0	2	14.239
1141.7	16.12	0	2	12.225
1141.8	16.46	0	2	11.359
1141.9	16.62	0	2	10.857
1142	16.79	0	2	10.719
1142.1	16.95	0	2	10.378
1142.2	17.11	0	2	10.279
1142.3	17.26	0	2	10.831
1142.4	17.44	0	2	11.55
1142.5	17.67	0	2	12.194
1142.6	17.85	0	2	12.543
1142.7	18.05	0	2	12.679
1142.8	18.29	0	2	12.697
1142.9	18.5	0	2	12.602
1143	18.74	0	2	12.776
1143.1	18.97	0	2	13.095
1143.2	19.2	0	2	13.575
1143.3	19.46	0	2	14.05
1143.4	19.75	0	2	14.404
1143.5	20.02	0	2	14.504
1143.6	20.34	0	2	14.445
1143.7	20.65	0	2	14.334
1143.8	20.97	0	2	14.283
1143.9	21.29	0	2	14.231
1144	21.6	0	2	14.076
1144.1	21.93	0	2	13.906
1144.2	22.24	0	2	13.293
1144.3	22.53	0	2	11.176
1144.4	22.81	0	2	9.944
1144.5	22.99	0	2	9.297
1144.6	23.2	0	2	8.867
1144.7	23.41	0	2	8.16
1144.8	23.52	0	2	7.804
1144.9	23.66	0	2	7.576
1145	23.81	0	2	7.455
1145.1	23.94	0	2	7.382
1145.2	24.04	0	2	7.327
1145.3	24.15	0	2	7.148
1145.4	24.27	0	2	6.285
1145.5	24.29	0	2	5.416
1145.6	24.35	0	2	4.672
1145.7	24.4	0	2	3.72
1145.8	24.39	0	2	3.07
1145.9	24.38	0	2	2.616
1146	24.34	0	2	2.281
1146.1	24.32	0	2	2.125
1146.2	24.28	0	2	1.992
1146.3	24.19	0	2	1.861
1146.4	24.1	0	2	1.248
1146.5	24.1	0	2	1.629
1146.6	23.97	0	2	1.688
1146.7	23.88	0	2	1.545
1146.8	23.73	0	2	1.262
1146.9	23.47	0	2	1.178
1147	23.27	0	2	1.079
1147.1	22.99	0	2	0.987
1147.2	22.68	0	2	0.903
1147.3	22.26	0	2	0.814
1147.4	21.8	0	2	0.728
1147.5	21.38	0	2	0.645
1147.6	20.92	0	2	0.569
1147.7	20.42	0	2	0.502
1147.8	19.89	0	2	0
1147.9	19.47	0	2	0
1148	18.95	0	2	0
1148.1	18.4	0	2	0
1148.2	17.89	0	2	0.699
1148.3	17.36	0	2	0.816
1148.4	16.89	0	2	1.674
1148.5	16.43	0	2	2.082
1148.6	16.05	0	2	2.707
1148.7	15.73	0	2	3.147
1148.8	15.43	0	2	3.525
1148.9	15.13	0	2	3.572
1149	14.95	0	2	1.953
1149.1	14.66	0	2	3.356
1149.2	14.38	0	2	3.394
1149.3	14.23	0	2	4.008
1149.4	13.92	0	2	4.544
1149.5	13.66	0	2	5.434
1149.6	13.44	0	2	6.119
1149.7	13.13	0	2	5.973
1149.8	12.91	0	2	5.523
1149.9	12.62	0	2	5.569
1150	12.37	0	2	5.361
1150.1	12.35	0	2	5.246
1150.2	12.14	0	2	5.033
1150.3	12.03	0	2	4.98
1150.4	12.04	0	2	4.823
1150.5	11.93	0	2	4.775
1150.6	11.91	0	2	4.742
1150.7	11.87	0	2	4.689
1150.8	11.8	0	2	4.722
1150.9	11.79	0	2	4.736
1151	11.73	0	2	4.779
1151.1	11.69	0	2	4.817
1151.2	11.67	0	2	4.934
1151.3	11.62	0	2	5.333
1151.4	11.62	0	2	6.217
1151.5	11.67	0	2	7.184
1151.6	11.72	0	2	9.885
1151.7	11.73	0	2	9.725
1151.8	11.9	0	2	9.532
1151.9	11.94	0	2	11.482
1152	12.04	0	2	9.351
1152.1	12.24	0	2	10.806
1152.2	12.2	0	2	9.775
1152.3	12.45	0	2	10.14
1152.4	12.5	0	2	10.038
1152.5	12.62	0	2	9.57
1152.6	12.78	0	2	10.835
1152.7	12.84	0	2	9.316
1152.8	13	0	2	10.535
1152.9	13.05	0	2	9.915
1153	13.25	0	2	9.994
1153.1	13.31	0	2	11.082
1153.2	13.45	0	2	11.498
1153.3	13.73	0	2	12.817
1153.4	13.84	0	2	13.342
1153.5	14.11	0	2	16.065
1153.6	14.34	0	2	16.821
1153.7	14.66	0	2	18.705
1153.8	14.94	0	2	19.534
1153.9	15.28	0	2	19.262
1154	15.63	0	2	19.751
1154.1	15.99	0	2	20.066
1154.2	16.41	0	2	21.098
1154.3	16.77	0	2	22.148
1154.4	17.22	0	2	23.497
1154.5	17.73	0	2	24.616
1154.6	18.18	0	2	25.446
1154.7	18.73	0	2	26.281
1154.8	19.28	0	2	27.001
1154.9	19.81	0	2	27.67
1155	20.39	0	2	28.161
1155.1	21.02	0	2	27.829
1155.2	21.7	0	2	26.727
1155.3	22.34	0	2	24.983
1155.4	22.95	0	2	21.848
1155.5	23.54	0	2	19.935
1155.6	24.06	0	2	18.749
1155.7	24.54	0	2	17.925
1155.8	25.02	0	2	17.33
1155.9	25.48	0	2	16.833
1156	25.9	0	2	16.413
1156.1	26.35	0	2	16.163
1156.2	26.78	0	2	15.965
1156.3	27.2	0	2	15.8
1156.4	27.63	0	2	15.637
1156.5	28.02	0	2	15.471
1156.6	28.42	0	2	15.349
1156.7	28.8	0	2	15.344
1156.8	29.17	0	2	15.787
1156.9	29.57	0	2	16.75
1157	29.99	0	2	17.072
1157.1	30.4	0	2	17.133
1157.2	30.79	0	2	17.128
1157.3	31.24	0	2	19.079
1157.4	31.6	0	2	20.975
1157.5	32.08	0	2	21.647
1157.6	32.57	0	2	21.846
1157.7	33.08	0	2	21.722
1157.8	33.63	0	2	21.866
1157.9	34.12	0	2	19.044
1158	34.61	0	2	0.481
1158.1	34.4	0	2	0
1158.2	34.61	0	2	0
1158.3	34.87	0	2	0
1158.4	34.63	0	2	4.392
1158.5	34.76	0	2	10.354
1158.6	35.54	0	2	24.438
1158.7	35.43	0	2	27.148
1158.8	35.84	0	2	27.434
1158.9	36.5	0	2	25.775
1159	36.79	0	2	29.547
1159.1	37.19	0	3	31.931
1159.2	37.84	0	3	35.018
1159.3	38.32	0	3	39.743
1159.4	38.88	0	3	40.784
1159.5	39.58	0	3	43.287
1159.6	40.18	0	3	46.464
1159.7	40.94	0	3	48.847
1159.8	41.71	0	3	50.808
1159.9	42.53	0	3	27.882
1160	42.77	0	3	0
1160.1	42.53	0	3	0
1160.2	42.95	0	3	0
1160.3	42.91	0	3	5.069
1160.4	42.6	0	3	13.475
1160.5	43.13	0	3	18.052
1160.6	43.53	0	3	28.387
1160.7	43.36	0	3	22.663
1160.8	43.75	0	3	23.201
1160.9	44.15	0	3	26.419
1161	44.25	0	4	27.331
1161.1	44.61	0	4	27.585
1161.2	44.87	0	4	29.154
1161.3	45.12	0	4	29.858
1161.4	45.56	0	4	31.311
1161.5	45.81	0	4	31.536
1161.6	46.13	0	4	31.154
1161.7	46.5	0	4	30.905
1161.8	46.79	0	4	30.469
1161.9	47.15	0	4	29.392
1162	47.51	0	4	27.624
1162.1	47.78	0	4	26.591
1162.2	48.09	0	4	24.78
1162.3	48.38	0	4	22.038
1162.4	48.61	0	4	19.481
1162.5	48.85	0	4	18.435
1162.6	49.06	0	4	17.803
1162.7	49.26	0	4	18.016
1162.8	49.43	0	4	19.475
1162.9	49.66	0	4	20.074
1163	49.85	0	4	19.922
1163.1	50.07	0	4	19.514
1163.2	50.25	0	4	19.07
1163.3	50.48	0	4	18.766
1163.4	50.64	0	4	18.445
1163.5	50.83	0	4	20.504
1163.6	51	0	4	21.909
1163.7	51.18	0	4	24.716
1163.8	51.33	0	4	26.497
1163.9	51.53	0	4	27.016
1164	51.7	0	4	27.311
1164.1	51.87	0	4	27.542
1164.2	52.04	0	4	27.719
1164.3	52.21	0	4	27.905
1164.4	52.37	0	4	28.1
1164.5	52.58	0	4	28.254
1164.6	52.75	0	4	28.395
1164.7	52.97	0	4	28.711
1164.8	53.16	0	4	28.972
1164.9	53.37	0	4	29.384
1165	53.61	0	4	30.233
1165.1	53.81	0	4	31.325
1165.2	54.04	0	4	32.215
1165.3	54.28	0	4	32.648
1165.4	54.54	0	4	32.057
1165.5	54.85	0	4	32.406
1165.6	55.14	0	4	33.853
1165.7	55.5	0	4	15.406
1165.8	55.35	0	4	0
1165.9	55.27	0	4	0
1166	55.51	0	4	0
1166.1	55.32	0	4	1.378
1166.2	55.2	0	4	17.716
1166.3	55.5	0	4	16.131
1166.4	55.86	0	4	30.849
1166.5	55.79	0	4	25.996
1166.6	56.03	0	4	25.536
1166.7	56.21	0	4	27.999
1166.8	56.38	0	4	29.939
1166.9	56.66	0	5	30.73
1167	56.82	0	5	31.37
1167.1	56.94	0	5	31.961
1167.2	57.16	0	5	32.698
1167.3	57.4	0	5	33.671
1167.4	57.66	0	5	34.78
1167.5	57.91	0	5	35.398
1167.6	58.17	0	5	35.933
1167.7	58.43	0	5	36.279
1167.8	58.64	0	5	36.887
1167.9	58.96	0	5	38.242
1168	59.2	0	5	39.154
1168.1	59.56	0	5	39.668
1168.2	59.8	0	5	39.747
1168.3	60.14	0	5	35.462
1168.4	60.36	0	5	23.675
1168.5	60.53	0	5	26.537
1168.6	60.81	0	5	35.883
1168.7	61.13	0	5	37.427
1168.8	61.31	0	5	18.474
1168.9	61.35	0	5	9.702
1169	61.35	0	5	11.453
1169.1	61.54	0	5	15.207
1169.2	61.68	0	5	23.373
1169.3	61.82	0	5	28.58
1169.4	61.95	0	5	31.107
1169.5	62.07	0	5	34.665
1169.6	62.31	0	5	39.383
1169.7	62.48	0	5	41.523
1169.8	62.71	0	5	31.294
1169.9	62.95	0	5	29.38
1170	63.17	0	5	26.059
1170.1	63.34	0	5	26.021
1170.2	63.56	0	5	25.862
1170.3	63.76	0	5	25.689
1170.4	63.94	0	5	24.478
1170.5	64.13	0	5	22.983
1170.6	64.31	0	5	18.672
1170.7	64.38	0	5	12.966
1170.8	64.43	0	5	10.687
1170.9	64.47	0	5	10.172
1171	64.54	0	5	10.395
1171.1	64.57	0	5	10.915
1171.2	64.61	0	5	11.108
1171.3	64.64	0	5	11.255
1171.4	64.69	0	5	11.305
1171.5	64.73	0	5	11.315
1171.6	64.79	0	5	11.317
1171.7	64.83	0	5	11.314
1171.8	64.85	0	5	11.424
1171.9	64.9	0	5	11.545
1172	64.93	0	5	12.461
1172.1	65	0	5	13.858
1172.2	65.04	0	5	17.135
1172.3	65.1	0	5	20.336
1172.4	65.19	0	5	23.135
1172.5	65.26	0	5	23.999
1172.6	65.34	0	5	23.934
1172.7	65.43	0	5	23.722
1172.8	65.54	0	5	23.823
1172.9	65.62	0	5	24.348
1173	65.71	0	5	25.003
1173.1	65.8	0	5	25.499
1173.2	65.91	0	5	25.811
1173.3	66.02	0	5	26.146
1173.4	66.12	0	5	26.54
1173.5	66.2	0	5	26.837
1173.6	66.3	0	5	27.048
1173.7	66.42	0	5	27.243
1173.8	66.52	0	5	27.531
1173.9	66.58	0	5	27.845
1174	66.71	0	5	28.059
1174.1	66.8	0	5	28.002
1174.2	66.94	0	5	28.246
1174.3	67.09	0	5	28.601
1174.4	67.24	0	5	28.116
1174.5	67.47	0	5	28.124
1174.6	67.63	0	5	27.741
1174.7	67.81	0	5	27.575
1174.8	68.03	0	5	27.505
1174.9	68.24	0	5	27.442
1175	68.44	0	5	27.58
1175.1	68.65	0	5	27.657
1175.2	68.83	0	5	27.431
1175.3	69.04	0	5	27.588
1175.4	69.25	0	5	27.541
1175.5	69.45	0	5	27.128
1175.6	69.65	0	5	22.24
1175.7	69.75	0	5	18.502
1175.8	69.87	0	5	17.133
1175.9	70	0	5	18.222
1176	70.14	0	5	21.659
1176.1	70.29	0	5	23.284
1176.2	70.47	0	5	23.579
1176.3	70.61	0	5	22.709
1176.4	70.75	0	5	21.775
1176.5	70.91	0	5	21.399
1176.6	71.04	0	5	21.258
1176.7	71.17	0	5	16.567
1176.8	71.24	0	5	0
1176.9	70.99	0	5	0
1177	71.05	0	5	0
1177.1	70.97	0	5	0
1177.2	70.82	0	5	3.266
1177.3	70.83	0	5	23.987
1177.4	70.82	0	5	23.425
1177.5	71.12	0	5	28.803
1177.6	71.13	0	5	35.789
1177.7	71.26	0	5	30.234
1177.8	71.53	0	5	28.777
1177.9	71.6	0	5	29.551
1178	71.61	0	5	30.866
1178.1	71.85	0	6	32.361
1178.2	71.91	0	6	33.547
1178.3	71.99	0	6	34.645
1178.4	72.2	0	6	35.189
1178.5	72.35	0	6	34.145
1178.6	72.51	0	6	31.599
1178.7	72.65	0	6	29.191
1178.8	72.73	0	6	28.119
1178.9	72.87	0	6	27.256
1179	73.03	0	6	25.893
1179.1	73.17	0	6	24.466
1179.2	73.27	0	6	21.281
1179.3	73.32	0	6	18.386
1179.4	73.39	0	6	17.234
1179.5	73.49	0	6	16.656
1179.6	73.54	0	6	16.952
1179.7	73.59	0	6	18.146
1179.8	73.66	0	6	18.95
1179.9	73.77	0	6	19.283
1180	73.84	0	6	18.909
1180.1	73.88	0	6	17.334
1180.2	73.92	0	6	16.226
1180.3	73.98	0	6	15.618
1180.4	74.03	0	6	15.414
1180.5	74.05	0	6	15.319
1180.6	74.09	0	6	15.271
1180.7	74.16	0	6	15.241
1180.8	74.19	0	6	15.231
1180.9	74.21	0	6	15.224
1181	74.26	0	6	15.243
1181.1	74.3	0	6	15.217
1181.2	74.32	0	6	15.339
1181.3	74.37	0	6	16.338
1181.4	74.44	0	6	17.066
1181.5	74.5	0	6	17.279
1181.6	74.53	0	6	17.458
1181.7	74.6	0	6	17.414
1181.8	74.65	0	6	17.395
1181.9	74.68	0	6	17.391
1182	74.73	0	6	17.395
1182.1	74.81	0	6	17.387
1182.2	74.86	0	6	17.384
1182.3	74.9	0	6	17.378
1182.4	74.98	0	6	17.372
1182.5	75	0	6	17.365
1182.6	75.06	0	6	17.367
1182.7	75.15	0	6	17.365
1182.8	75.19	0	6	17.363
1182.9	75.22	0	6	17.353
1183	75.29	0	6	17.347
1183.1	75.33	0	6	17.348
1183.2	75.35	0	6	17.347
1183.3	75.45	0	6	17.348
1183.4	75.48	0	6	17.347
1183.5	75.52	0	6	17.341
1183.6	75.61	0	6	17.34
1183.7	75.63	0	6	17.396
1183.8	75.7	0	6	18.412
1183.9	75.79	0	6	19.059
1184	75.81	0	6	19.923
1184.1	75.91	0	6	23.016
1184.2	75.98	0	6	25.158
1184.3	76.06	0	6	25.839
1184.4	76.2	0	6	26.009
1184.5	76.25	0	6	25.834
1184.6	76.42	0	6	25.768
